Assembly	Temperature	pH	RefLink	genome_size	L50	N50	Domain	Phylum	Class	Order	Family	Genus	Species	tax_cluster_id	NCBI_Species
GCA_000429345.1	Thermophiles		https://doi.org/10.1099/ijs.0.64655-0	3060447	22	45510	Bacteria	Firmicutes_B	Desulfotomaculia	Desulfotomaculales	Desulfovirgulaceae	Desulfovirgula	Desulfovirgula thermocuniculi	1121468	Desulfovirgula thermocuniculi DSM 16036
GCA_000429525.1	Thermophiles	Acidophiles	https://doi.org/10.3390/microorganisms3040625	3272318	17	64256	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_A	Alicyclobacillus_A contaminans	1120971	Alicyclobacillus contaminans DSM 17975
GCA_000430045.1	Thermophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.003270	4688964	35	41260	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Calidithermus	Calidithermus chliarophilus	926560	Calidithermus chliarophilus DSM 9957
GCA_000430585.1	Thermophiles	Acidophiles	https://doi.org/10.1099/00207713-52-1-109	3310509	10	136878	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_G	Alicyclobacillus_G herbarius	1120972	Alicyclobacillus herbarius DSM 13609
GCA_000444055.1	Thermophiles	Acidophiles	https://doi.org/10.1016/B978-0-12-384730-0.00404-3	4063548	24	44524	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus	Alicyclobacillus acidoterrestris	1450	Alicyclobacillus acidoterrestris
GCA_000446015.1	Hyperthermophiles		https://doi.org/10.3389/fmicb.2019.02972	1750259	1	1750259	Archaea	Thermoproteota	Thermoproteia	Thermofilales	Thermofilaceae	Thermofilum_B	Thermofilum_B adornatum	1365176	Thermofilum adornatus 1910b
GCA_000455345.1	Thermophiles	Alkaliphiles	http://standardsingenomics.org/content/9/3/956/	3906364	3	588788	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Halopiger_A	Halopiger_A goleimassiliensis	1293048	Halopiger goleimassiliensis
GCA_000470655.1	Mesophiles		https://doi.org/10.1099/ijs.0.65316-0	3146160	1	2815791	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus tiamatea	1033806	Halorhabdus tiamatea SARL4B
GCA_000471625.1	Psychrophiles		https://doi.org/10.1099/ijs.0.03030-0	3216409	5	195473	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	Psychrobacter aquaticus	1354303	Psychrobacter aquaticus CMS 56
GCA_000472905.1	Thermophiles	Acidophiles	https://bacmedia.dsmz.de/medium/402?ccno=DSM+14955 / https://bacdive.dsmz.de/strain/424	3398558	7	198176	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_A	Alicyclobacillus_A pomorum	1111479	Alicyclobacillus pomorum DSM 14955
GCA_000482725.1	Psychrophiles		https://doi.org/10.1099/ijs.0.02182-0	4745897	22	67088	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Psychromonadaceae	Psychromonas	Psychromonas arctica	1123036	Psychromonas arctica DSM 14288
GCA_000482765.1	Thermophiles		https://doi.org/10.1099/00207713-52-5-1647	3020616	13	78851	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Meiothermus	Meiothermus taiwanensis	172827	Meiothermus taiwanensis
GCA_000504085.1	Thermophiles		https://link.springer.com/article/10.1007/s10482-013-0062-7	2169860	1	2169860	Bacteria	Thermotogota	Thermotogae	Thermotogales	DSM-5069	Pseudothermotoga_B	Pseudothermotoga_B elfii	416591	Pseudothermotoga lettingae TMO
GCA_000504205.1	Mesophiles		https://bacdive.dsmz.de/strain/7076	3151883	1	3151883	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanolobus	Methanolobus tindarius	1090322	Methanolobus tindarius DSM 2278
GCA_000507185.2	Hyperthermophiles		https://bacdive.dsmz.de/strain/4193	6150048	1	6013067	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas_E	Pseudomonas_E syringae	52001	Stetteria hydrogenophila
GCA_000508305.1	Thermophiles	Acidophiles	https://pubmed.ncbi.nlm.nih.gov/2478523/	2061920	1	2061920	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus acidocaldarius_A	2285	Sulfolobus acidocaldarius
GCA_000512735.1	Hyperthermophiles		https://doi.org/10.1128/aem.64.10.3576-3583.1998	1521037	1	1521037	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber	75906	Thermocrinis ruber
GCA_000513315.1	Mesophiles		https://bacdive.dsmz.de/strain/6957	2221920	1	1164199	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter_C	Methanobrevibacter_C arboriphilus_A	39441	Methanobrevibacter arboriphilus
GCA_000513855.1	Hyperthermophiles		https://doi.org/10.1099/ijsem.0.000747	1307099	1	734616	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Desulfurococcaceae	Desulfurococcus	Desulfurococcus amylolyticus	490899	Desulfurococcus amylolyticus 1221n
GCA_000518605.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.02198-0	4798688	8	221588	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella fidelis	1336247	Shewanella fidelis ATCC BAA-318
GCA_000518705.1	Mesophiles		https://bacdive.dsmz.de/strain/14082	4575622	11	133364	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella colwelliana	1336240	Shewanella colwelliana ATCC 39565
GCA_000518805.1	Mesophiles		https://pubmed.ncbi.nlm.nih.gov/13130035/	4971480	16	101342	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella waksmanii	1336233	Shewanella waksmanii ATCC BAA-643
GCA_000525795.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.052720-0	2601148	5	168603	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	Listeria aquatica	1265818	Listeria aquatica FSL S10-1188
GCA_000525875.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.052720-0	2794388	11	84338	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria	Listeria floridensis	1265817	Listeria floridensis FSL S10-1187
GCA_000525975.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.017376-0	3216749	14	78276	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria_A	Listeria_A rocourtiae	647910	Listeria rocourtiae
GCA_000525995.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.052720-0	3291042	7	113444	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria_A	Listeria_A riparia	1265816	Listeria riparia FSL S10-1204
GCA_000585495.1	Hyperthermophiles		https://doi.org/10.1099/ijs.0.060376-0	1976356	1	1976356	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus nautili	195522	Thermococcus nautili 30-1
GCA_000591035.1	Hyperthermophiles		https://doi.org/10.1099/ijs.0.02826-0	1595994	1	1595994	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Acidilobaceae	Aeropyrum	Aeropyrum camini	1198449	Aeropyrum camini SY1 = JCM 12091
GCA_000614975.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.005470-0	4424648	11	142156	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella marina	1236542	Shewanella marina JCM 15074
GCA_000615945.1		Alkaliphiles	https://doi.org/10.1007/s00203-022-02789-x	4534596	19	83087	Bacteria	Firmicutes	Bacilli	Caldalkalibacillales	JCM-10596	Bacillus_AT	Bacillus_AT mannanilyticus	1236954	Caldalkalibacillus mannanilyticus JCM 10596
GCA_000620065.1	Thermophiles		https://doi.org/10.1099/00207713-47-4-1225	3034817	11	101318	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Meiothermus	Meiothermus cerbereus	1122221	Meiothermus cerbereus DSM 11376
GCA_000632495.1	Thermophiles	Acidophiles	https://doi.org/10.1007/s00248-012-0129-4	2454023	6	136672	Archaea	Thermoproteota	Thermoproteia	Sulfolobales	Sulfolobaceae	Acidianus	Acidianus copahuensis	1160895	Candidatus Acidianus copahuensis
GCA_000632715.1	Thermophiles		https://doi.org/10.1016/j.dib.2021.107764	3798752	20	56689	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Saccharococcus	Saccharococcus caldoxylosilyticus	81408	Parageobacillus caldoxylosilyticus
GCA_000686525.1		Alkaliphiles	https://doi.org/10.1099/00207713-47-1-144	2939696	4	242005	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	Desulfonatronovibrio	Desulfonatronovibrio hydrogenovorans	1121413	Desulfonatronovibrio hydrogenovorans DSM 9292
GCA_000687875.1		Acidophiles	http://dx.doi.org/10.1264/jsme2.2002.98	3403931	5	286929	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidocella	Acidocella facilis	1214225	Acidocella sp. MX-AZ02
GCA_000688455.1		Acidophiles	https://doi.org/10.1099/ijsem.0.005415	3686523	1	3686523	Bacteria	Acidobacteriota	Acidobacteriae	Acidobacteriales	Acidobacteriaceae	Acidobacterium_A	Acidobacterium_A ailaaui	1382359	Pseudacidobacterium ailaaui
GCA_000690595.2	Thermophiles		https://doi.org/10.1099/ijsem.0.001811	3794337	5	233260	Archaea	Halobacteriota	Halobacteria	Halobacteriales	Natrialbaceae	Natrinema	Natrinema mahii	1416969	Haloterrigena mahii
GCA_000698785.1	Mesophiles		https://doi.org/10.1099/ijs.0.063172-0	2527938	1	2527938	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae	Nitrososphaera	Nitrososphaera viennensis	926571	Nitrososphaera viennensis EN76
GCA_000702485.1	Thermophiles		https://doi.org/10.3390%2Fmicroorganisms10030656	4091649	1	4073483	Bacteria	Firmicutes	Bacilli	Alicyclobacillales	Alicyclobacillaceae	Alicyclobacillus_H	Alicyclobacillus_H macrosporangiidus_B	392015	Alicyclobacillus macrosporangiidus
GCA_000709345.1	Psychrophiles		https://doi.org/10.1099/ijs.0.037556-0	5284042	5	392937	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Polaromonas	Polaromonas glacialis	866564	Polaromonas glacialis
GCA_000711215.1	Mesophiles		https://bacdive.dsmz.de/strain/7040	1711791	3	336021	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanomicrobium	Methanomicrobium mobile	694440	Methanomicrobium mobile
GCA_000711975.1		Alkaliphiles	10.1002/9781118960608.gbm01777	2622239	8	98667	Bacteria	Firmicutes_B	Desulfotomaculia	Desulfotomaculales	Desulfohalotomaculaceae	Desulfofalx	Desulfofalx alkaliphila	1121423	Desulfofalx alkaliphila DSM 12257
GCA_000725425.1	Thermophiles		https://doi.org/10.1099/ijs.0.044487-0	1859370	1	1859370	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus	Palaeococcus pacificus	1343739	Palaeococcus pacificus DY20341
GCA_000739065.1	Hyperthermophiles		https://doi.org/10.1099/ijs.0.000097	1607556	1	1607556	Archaea	Methanobacteriota_A	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus bathoardescens		Methanocaldococcus bathoardescens
GCA_000742895.1	Mesophiles		https://edis.ifas.ufl.edu/publication/FS269	5506189	1	5229469	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae_G	Bacillus_A	Bacillus_A anthracis	572264	Bacillus cereus 03BB102
GCA_000744175.1	Thermophiles		https://pubmed.ncbi.nlm.nih.gov/23104072/	2562314	1	2224342	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus tengchongensis	1214928	Thermus tengchongensis
GCA_000744825.1		Alkaliphiles	https://hal.univ-lorraine.fr/tel-01749410/document	2632867	1	2553405	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium_A	Carnobacterium_A mobile	1449342	Carnobacterium mobile DSM 4848
GCA_000744885.1	Thermophiles		https://doi.org/10.1099/ijs.0.000289	2160855	1	2055291	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus amyloliquefaciens	1449080	Thermus amyloliquefaciens
GCA_000745065.1	Thermophiles		https://doi.org/10.1099/ijs.0.056838-0	2218114	1	2046548	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus	Thermus caliditerrae	1330700	Thermus caliditerrae
GCA_000745905.1		Acidophiles	https://doi.org/10.1099/ijs.0.65409-0	2928893	17	52572	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Ferrimicrobium	Ferrimicrobium acidiphilum	1121877	Ferrimicrobium acidiphilum DSM 19497
GCA_000753795.1	Psychrophiles		https://doi.org/10.1099/ijs.0.000313	4215794	5	233342	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Shewanellaceae	Shewanella	Shewanella mangrovi	1515746	Shewanella mangrovi
GCA_000759775.1	Mesophiles		https://www.sciencedirect.com/science/article/pii/S0963996913000896	4422416	47	29757	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia albertii	910238	Escherichia albertii TW15818
GCA_000763575.1	Thermophiles		https://bacdive.dsmz.de/strain/16823	2397824	1	2397824	Bacteria	Firmicutes_A	Thermoanaerobacteria	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter kivui	2325	Thermoanaerobacter kivui
GCA_000766145.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.070839-0	3515436	7	168176	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria_A	Listeria_A newyorkensis	1497681	Listeria newyorkensis
GCA_000766865.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.070839-0	3436956	5	295433	Bacteria	Firmicutes	Bacilli	Lactobacillales	Listeriaceae	Listeria_A	Listeria_A booriae	1552123	Listeria booriae
GCA_000769655.1	Hyperthermophiles		https://doi.org/10.1099/ijs.0.067942-0	2126164	1	2122535	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus eurythermalis	1505907	Thermococcus eurythermalis
GCA_000771745.2	Thermophiles		https://bacdive.dsmz.de/strain/16723	2386081	2	551922	Bacteria	Deinococcota	Deinococci	Deinococcales	Thermaceae	Thermus_A	Thermus_A filiformis	276	Thermus filiformis
GCA_000784355.1	Mesophiles		https://bacdive.dsmz.de/strain/7039	2791704	12	60152	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanolacinia	Methanolacinia paynteri	694436	Methanolacinia paynteri
GCA_000785785.1	Mesophiles		https://bacdive.dsmz.de/strain/14787	2149440	9	91010	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus uberis_A	1349	Streptococcus uberis
GCA_000789255.1	Hyperthermophiles		https://doi.org/10.1128/aem.02705-14	1860815	1	1860815	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus	Geoglobus acetivorans	565033	Geoglobus acetivorans
GCA_000816085.1	Mesophiles		https://bacdive.dsmz.de/strain/14553	2472129	1	2472129	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus hyicus	1284	Staphylococcus hyicus
GCA_000816105.1	Hyperthermophiles		https://doi.org/10.1099/00207713-48-4-1181	1920914	1	1920914	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Thermococcus	Thermococcus guaymasensis	1432656	Thermococcus guaymasensis DSM 11113
GCA_000816145.1	Thermophiles		https://link.springer.com/article/10.1007/s10482-013-0062-7	2165416	1	2165416	Bacteria	Thermotogota	Thermotogae	Thermotogales	DSM-5069	Pseudothermotoga_A	Pseudothermotoga_A hypogea	1123384	Pseudothermotoga hypogea DSM 11164 = NBRC 106472
GCA_000819445.1		Alkaliphiles	https://doi.org/10.1099/ijs.0.020909-0	2681312	1	2681312	Bacteria	Actinobacteriota	Actinomycetia	Mycobacteriales	Mycobacteriaceae	Corynebacterium	Corynebacterium humireducens	1223515	Corynebacterium humireducens NBRC 106098 = DSM 45392
GCA_000820505.1		Alkaliphiles	https://pubmed.ncbi.nlm.nih.gov/17205802/	3839692	2	602663	Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadales	Geoalkalibacteraceae	Geoalkalibacter	Geoalkalibacter ferrihydriticus	1121915	Geoalkalibacter ferrihydriticus DSM 17813
GCA_000828575.1	Thermophiles		https://doi.org/10.1128/genomea.00672-13	1731018	1	1720003	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanothermobacteraceae	Methanothermobacter	Methanothermobacter sp000828575	866790	Methanothermobacter sp. CaT2
GCA_000828655.1	Thermophiles		https://doi.org/10.1099/ijs.0.060137-0	2014912	1	2014912	Bacteria	Thermotogota	Thermotogae	Thermotogales	DSM-5069	Pseudothermotoga_A	Pseudothermotoga_A caldifontis	1408159	Thermotoga caldifontis AZM44c09
GCA_000828675.1	Thermophiles		https://doi.org/10.1099/ijs.0.060137-0	2187612	1	2187612	Bacteria	Thermotogota	Thermotogae	Thermotogales	DSM-5069	Pseudothermotoga_B	Pseudothermotoga_B profunda	1408160	Thermotoga profunda AZM34c06
GCA_000831005.1	Mesophiles		https://doi.org/10.1371/journal.pone.0106514	4616532	1	4616532	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter salarius	1420917	Marinobacter salarius
GCA_000833605.1	Thermophiles	Alkaliphiles	https://pubmed.ncbi.nlm.nih.gov/15388701/	2832347	6	112260	Bacteria	Firmicutes	Bacilli	Bacillales	Anoxybacillaceae	Anoxybacillus	Anoxybacillus ayderensis	265546	Anoxybacillus ayderensis
GCA_000875775.1	Mesophiles		https://doi.org/10.1099/ijsem.0.003360	1713078	1	1713078	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus piranensis	1582439	Nitrosopumilus piranensis
GCA_000875895.1	Mesophiles		https://bacdive.dsmz.de/strain/14542	3171720	3	348300	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus gallinarum	1293	Staphylococcus gallinarum
GCA_000934465.1	Mesophiles		https://bacdive.dsmz.de/strain/14672	2381859	11	77222	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus microti	569857	Staphylococcus microti
GCA_000934745.1		Alkaliphiles	https://doi.org/10.1007/s00792-011-0370-7	4634603	5	251490	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfonatronaceae	Desulfonatronum	Desulfonatronum thioautotrophicum	617001	Desulfonatronum thioautotrophicum
GCA_000934755.1		Alkaliphiles	https://doi.org/10.1007/s00792-011-0370-7	4809662	19	72501	Bacteria	Desulfobacterota_I	Desulfovibrionia	Desulfovibrionales	Desulfonatronovibrionaceae	Desulfonatronovibrio	Desulfonatronovibrio magnus	698827	Desulfonatronovibrio magnus
GCA_000949295.1		Acidophiles	https://doi.org/10.1016/j.resmic.2015.01.003	4019867	29	39355	Bacteria	Actinobacteriota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidithrix	Acidithrix ferrooxidans	1280514	Acidithrix ferrooxidans
GCA_000953475.1	Thermophiles	Acidophiles	https://doi.org/10.1038/ismej.2016.171	2476671	1	2476671	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	Methylacidiphilum	Methylacidiphilum fumariolicum	591154	Methylacidiphilum fumariolicum
GCA_000953735.1	Psychrophiles		https://doi.org/10.1016/j.carres.2014.10.007	5093989	1	5086074	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Moritellaceae	Moritella	Moritella viscosa	80854	Moritella viscosa
GCA_000955725.1	Thermophiles		https://doi.org/10.1128/aem.02694-17	2834482	1	2834482	Bacteria	Firmicutes_A	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor danielii	1387557	Caldicellulosiruptor danielii
GCA_000955735.1	Thermophiles		https://doi.org/10.1128/mra.01292-22	2514985	1	1295458	Bacteria	Firmicutes_A	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor naganoensis	1387569	Caldicellulosiruptor naganoensis NA10
GCA_000955745.1	Thermophiles		https://doi.org/10.1128/genomeA.00440-15	2488483	1	2097568	Bacteria	Firmicutes_A	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiruptoraceae	Caldicellulosiruptor	Caldicellulosiruptor morganii	1387555	Caldicellulosiruptor morganii
GCA_000956175.1	Mesophiles		https://doi.org/10.1099/ijsem.0.003360	1803090	1	1803090	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrosopumilaceae	Nitrosopumilus	Nitrosopumilus adriaticus	1580092	Nitrosopumilus adriaticus
GCA_000966265.1	Hyperthermophiles		https://doi.org/10.1099/00207713-50-2-489	2206431	4	210129	Archaea	Methanobacteriota_B	Thermococci	Thermococcales	Thermococcaceae	Palaeococcus	Palaeococcus ferrophilus	588319	Palaeococcus ferrophilus DSM 13482
GCA_000967895.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.02366-0	4406383	1	4406383	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	DSM-6294	Oleispira	Oleispira antarctica	698738	Oleispira antarctica RB-8
GCA_000968535.1		Alkaliphiles	https://doi.org/10.1007/s00792-021-01228-x	4796711	1	4668296	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	Methylotuvimicrobium	Methylotuvimicrobium alcaliphilum	1091494	Methylotuvimicrobium alcaliphilum 20Z
GCA_000969885.1	Thermophiles		https://bacdive.dsmz.de/strain/7121	3127379	1	3127379	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina thermophila	523844	Methanosarcina thermophila TM-1
GCA_000969905.1	Mesophiles		https://bacdive.dsmz.de/strain/7126	4563885	1	4505752	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina vacuolata	1434123	Methanosarcina vacuolata Z-761
GCA_000970085.1	Mesophiles		https://bacdive.dsmz.de/strain/7083	5017558	1	5017558	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina siciliae	1434118	Methanosarcina siciliae C2J
GCA_000970205.1	Mesophiles		https://bacdive.dsmz.de/strain/7096	4142816	1	4142816	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	192952	Methanosarcina mazei
GCA_000970265.1	Psychrophiles		https://doi.org/10.1078/0723-2020-00058	4139808	1	4139808	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina lacustris	1434111	Methanosarcina lacustris Z-7289
GCA_000970285.1	Mesophiles		https://doi.org/10.1099/ijs.0.028548-0	5018607	1	5018607	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina horonobensis	1434110	Methanosarcina horonobensis
GCA_000982825.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65577-0	4663565	1	4511265	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter sakazakii	1208592	Cronobacter sakazakii 680
GCA_001006045.1	Hyperthermophiles		https://doi.org/10.1099/00207713-52-3-719	1770093	1	1770093	Archaea	Halobacteriota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Geoglobus	Geoglobus ahangari	113653	Geoglobus ahangari
GCA_001006765.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/00207713-48-2-511	2887686	5	241537	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus succinus	61015	Staphylococcus succinus
GCA_001017125.1	Mesophiles		https://doi.org/10.1099/ijs.0.000233	2489717	4	223976	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Methanoculleus sediminis	1550566	Methanoculleus sediminis strain S3Fa
GCA_001027105.1	Mesophiles		https://bacdive.dsmz.de/strain/14487	2782562	1	2755072	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Staphylococcus	Staphylococcus aureus	1280	Staphylococcus aureus
GCA_001029285.1		Acidophiles	https://doi.org/10.1007/s00792-014-0701-6	4637866	7	284232	Bacteria	Firmicutes_B	Desulfitobacteriia	Desulfitobacteriales	Desulfitobacteriaceae	Desulfosporosinus	Desulfosporosinus acididurans	476652	Desulfosporosinus acididurans
GCA_001029445.1		Alkaliphiles	https://doi.org/10.1099/ijs.0.055020-0	5078735	9	183567	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium aquae	1195763	Photobacterium aquae
GCA_001043175.1	Psychrophiles		https://doi.org/10.1099/ijs.0.65690-0	3998597	1	3998597	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Oleiphilaceae	Marinobacter	Marinobacter psychrophilus	330734	Marinobacter psychrophilus
GCA_001077885.1	Psychrophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.019687-0	5523519	9	175448	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Vibrionaceae	Photobacterium	Photobacterium swingsii	680026	Photobacterium swingsii
GCA_001189275.1	Thermophiles		https://doi.org/10.1128/aem.01095-15	1993257	1	1993257	Archaea	Thermoproteota	Thermoproteia	Thermoproteales	Thermoproteaceae	Pyrobaculum	Pyrobaculum sp001189275	1227555	Pyrobaculum yellowstonensis sp WP30
GCA_001267405.1	Thermophiles		https://doi.org/10.1016/j.resmic.2004.10.002	2527564	1	2527564	Bacteria	Firmicutes_B	Moorellia	Moorellales	Moorellaceae	Moorella	Moorella thermoacetica	1325331	Moorella thermoacetica Y72
GCA_001277175.1	Mesophiles		https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.65577-0	4436873	1	4307096	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Cronobacter	Cronobacter universalis	1074000	Cronobacter universalis NCTC 9529
